1042.452273	1153.0
1043.018714	1169.0
1043.585098	1159.333374
1044.151424	1169.0
1044.717692	1164.666626
1045.283903	1165.333374
1045.850056	1149.0
1046.416151	1152.0
1046.982188	1150.0
1047.548167	1162.666626
1048.114089	1161.333374
1048.679953	1155.0
1049.24576	1155.0
1049.811509	1168.666626
1050.3772	1142.0
1050.942833	1163.666626
1051.508408	1145.0
1052.073926	1165.666626
1052.639387	1141.0
1053.204789	1171.0
1053.770134	1147.666626
1054.335421	1150.0
1054.900651	1143.0
1055.465823	1149.333374
1056.030937	1141.0
1056.595993	1147.0
1057.160992	1158.333374
1057.725934	1156.666626
1058.290817	1145.666626
1058.855643	1152.333374
1059.420411	1139.333374
1059.985122	1155.0
1060.549775	1131.333374
1061.114371	1141.333374
1061.678908	1133.333374
1062.243389	1140.666626
1062.807811	1138.666626
1063.372176	1135.666626
1063.936483	1140.666626
1064.500733	1142.0
1065.064925	1134.333374
1065.62906	1134.666626
1066.193137	1137.666626
1066.757156	1132.333374
1067.321118	1119.333374
1067.885022	1143.333374
1068.448869	1131.666626
1069.012658	1131.333374
1069.57639	1149.0
1070.140063	1151.666626
1070.70368	1141.0
1071.267239	1140.666626
1071.83074	1121.666626
1072.394184	1135.0
1072.95757	1126.0
1073.520899	1139.666626
1074.08417	1135.0
1074.647383	1121.0
1075.21054	1137.333374
1075.773638	1123.333374
1076.336679	1144.0
1076.899663	1120.0
1077.462589	1121.666626
1078.025457	1129.0
1078.588268	1119.666626
1079.151022	1123.666626
1079.713718	1131.0
1080.276356	1129.0
1080.838937	1101.0
1081.401461	1119.0
1081.963927	1118.0
1082.526336	1133.666626
1083.088687	1112.333374
1083.650981	1124.0
1084.213217	1119.666626
1084.775396	1120.666626
1085.337517	1113.333374
1085.899581	1120.333374
1086.461587	1123.666626
1087.023536	1124.666626
1087.585428	1113.666626
1088.147262	1110.666626
1088.709039	1115.666626
1089.270758	1124.0
1089.83242	1121.666626
1090.394024	1125.666626
1090.955571	1117.0
1091.517061	1124.0
1092.078493	1113.333374
1092.639868	1104.666626
1093.201185	1113.333374
1093.762445	1110.666626
1094.323648	1101.333374
1094.884793	1116.666626
1095.445881	1110.0
1096.006911	1126.0
1096.567884	1105.0
1097.1288	1129.0
1097.689659	1124.666626
1098.25046	1093.0
1098.811203	1100.0
1099.37189	1110.0
1099.932518	1101.333374
1100.49309	1094.333374
1101.053604	1100.666626
1101.614061	1093.0
1102.174461	1108.333374
1102.734803	1108.0
1103.295088	1112.666626
1103.855316	1099.0
1104.415486	1103.666626
1104.975599	1104.333374
1105.535655	1102.666626
1106.095653	1116.0
1106.655594	1110.666626
1107.215478	1098.0
1107.775305	1106.0
1108.335074	1089.0
1108.894786	1106.333374
1109.45444	1098.0
1110.014038	1105.333374
1110.573578	1105.666626
1111.133061	1095.666626
1111.692486	1083.0
1112.251854	1106.0
1112.811165	1094.666626
1113.370419	1109.333374
1113.929616	1095.666626
1114.488755	1103.0
1115.047837	1103.666626
1115.606862	1093.666626
1116.16583	1104.666626
1116.72474	1095.666626
1117.283593	1091.0
1117.842389	1096.333374
1118.401128	1100.333374
1118.959809	1088.333374
1119.518433	1089.0
1120.077	1101.333374
1120.63551	1106.333374
1121.193963	1090.666626
1121.752358	1102.666626
1122.310697	1080.333374
1122.868978	1094.0
1123.427202	1094.333374
1123.985368	1092.333374
1124.543478	1082.0
1125.10153	1090.333374
1125.659526	1096.333374
1126.217464	1091.666626
1126.775345	1091.666626
1127.333168	1082.333374
1127.890935	1108.0
1128.448644	1096.333374
1129.006297	1086.0
1129.563892	1093.666626
